"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","significance"
21.885823593679,-0.879395676835339,0.321191437072172,-2.73791756359226,0.00618295723853829,0.0483314140541937,"ENSG00000228463","Not Sig"
40.0085512567146,-4.48245660353961,0.631869612195904,-7.09395817906475,1.30329530344771e-12,1.83003238950955e-09,"ENSG00000198744","Significant"
24.1531082172164,1.5226648468667,0.45394331524545,3.35430613411145,0.000795642840979527,0.0132876567613187,"ENSG00000223764","Significant"
171.498754644893,0.856759784216536,0.295612798305892,2.89824997133576,0.00375251375202181,0.0355638543878772,"ENSG00000187608","Not Sig"
1650.405026908,0.43917109314881,0.159280058692466,2.75722583701924,0.00582940748894004,0.0465916004785594,"ENSG00000188157","Not Sig"
265.285571673023,-0.339064202277702,0.108726712047432,-3.11849954710105,0.00181774421350234,0.0224447695111538,"ENSG00000224051","Not Sig"
728.732281012936,-0.47416430474475,0.12315981383537,-3.84999205486437,0.000118121656463215,0.00386197018723297,"ENSG00000160075","Not Sig"
9.98613985658377,1.14475847973046,0.394537850199426,2.90151750751373,0.00371360027631152,0.0353713465804052,"ENSG00000008128","Significant"
161.403710579232,-0.878043330351842,0.26799971330554,-3.27628458822568,0.0010518251539312,0.0159441155009833,"ENSG00000268575","Not Sig"
14.8433710755375,-1.72449738564535,0.572138768080464,-3.01412433810607,0.00257722159514617,0.0276289070886576,"ENSG00000233542","Significant"
4.0225285957137,-1.73218765239259,0.570566487668093,-3.03590850467234,0.00239812123724066,0.0264487294288316,"ENSG00000178642","Significant"
343.542662067249,-0.582742844390209,0.129120698201384,-4.51316367172466,6.38676957806594e-06,0.000546130210170581,"ENSG00000157881","Not Sig"
20.4443217617957,1.42667845944261,0.380540753061313,3.74908192608937,0.00017748310384203,0.00516445934787001,"ENSG00000215912","Significant"
825.425483746967,-0.195938197233657,0.0590032997297982,-3.32080066930059,0.000897596187731642,0.0143912071469306,"ENSG00000130764","Not Sig"
4898.58826324672,-1.06981286726373,0.35553355315643,-3.00903489351685,0.00262079014040522,0.0279200279484002,"ENSG00000116254","Significant"
